,Title,Awards,Award_wins,Award_nominated,oscar_nominated,Oscar_Won,Golden_Globe_nominated,Golden_Globe_Won,Primetime_Emmy_nominated,Primetime_Emmys_Won,BAFTA_Film_nominated,BAFTA_Film_won
4969,Back in the Day,nan,0,0,0,0,0,0,0,0,0,0
4970,The Film Critic,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
4971,Broadchurch,19 wins & 21 nominations.,0,0,0,0,0,0,0,0,0,0
4972,The Vision of Paolo Soleri: Prophet in the Desert,nan,0,0,0,0,0,0,0,0,0,0
4973,Blackout,nan,0,0,0,0,0,0,0,0,0,0
4974,King Ping - Tippen Tappen Tödchen,nan,0,0,0,0,0,0,0,0,0,0
4975,The Best Friend,1 win.,1,0,0,0,0,0,0,0,0,0
4976,The Last Call,nan,0,0,0,0,0,0,0,0,0,0
4977,A Place to Call Home,1 win & 8 nominations.,1,8,0,0,0,0,0,0,0,0
4978,Der Kuss,nan,0,0,0,0,0,0,0,0,0,0
4979,Asylum,nan,0,0,0,0,0,0,0,0,0,0
4980,Piloto,nan,0,0,0,0,0,0,0,0,0,0
4981,Four Moons,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
4982,Bigshot,1 nomination.,0,0,0,0,0,0,0,0,0,0
4983,Breaking Up with Rosie,nan,0,0,0,0,0,0,0,0,0,0
4984,The Book of Life,Nominated for 1 Golden Globe. Another 3 wins & 27 nominations.,0,0,0,0,1,0,0,0,0,0
4985,Dragon Ball Z: Battle of Gods,7 wins & 4 nominations.,7,4,0,0,0,0,0,0,0,0
4986,Drinking Buddies,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
4987,Big Heads,nan,0,0,0,0,0,0,0,0,0,0
4988,Joshua Tree,2 wins & 1 nomination.,2,0,0,0,0,0,0,0,0,0
4989,Gone Girl,Nominated for 1 Oscar. Another 64 wins & 169 nominations.,0,0,0,0,0,0,0,0,0,0
4990,These Final Hours,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
4991,Eiga Suzuki sensei,nan,0,0,0,0,0,0,0,0,0,0
4992,Agent Anna,nan,0,0,0,0,0,0,0,0,0,0
4993,Revolution,1 win.,1,0,0,0,0,0,0,0,0,0
4994,Cuéntame un cuento,2 wins.,2,0,0,0,0,0,0,0,0,0
4995,The Charm School,nan,0,0,0,0,0,0,0,0,0,0
4996,The Grand Budapest Hotel,Won 4 Oscars. Another 122 wins & 213 nominations.,0,0,0,4,0,0,0,0,0,0
4997,Trapped,nan,0,0,0,0,0,0,0,0,0,0
4998,Return to Nuke 'Em High Volume 1,nan,0,0,0,0,0,0,0,0,0,0
4999,The Coin,1 win.,1,0,0,0,0,0,0,0,0,0
5000,Muppets Most Wanted,3 wins & 11 nominations.,3,11,0,0,0,0,0,0,0,0
5001,Man from Reno,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
5002,Witches of East End,3 nominations.,0,3,0,0,0,0,0,0,0,0
5003,Once Upon a Time in Shanghai,1 nomination.,0,0,0,0,0,0,0,0,0,0
5004,Hotel de Sade,nan,0,0,0,0,0,0,0,0,0,0
5005,The Canyons,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
5006,Frozen,Won 2 Oscars. Another 72 wins & 57 nominations.,0,0,0,2,0,0,0,0,0,0
5007,Zarra's Law,nan,0,0,0,0,0,0,0,0,0,0
5008,Bread and Butter,3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0,0
5009,Dracula,3 nominations.,0,3,0,0,0,0,0,0,0,0
5010,Love Is in the Air,1 nomination.,0,0,0,0,0,0,0,0,0,0
5011,Dominion,nan,0,0,0,0,0,0,0,0,0,0
5012,Dream On,nan,0,0,0,0,0,0,0,0,0,0
5013,Amethyst; Princess of Gemworld,nan,0,0,0,0,0,0,0,0,0,0
5014,All In,nan,0,0,0,0,0,0,0,0,0,0
5015,The Hobbit: The Battle of the Five Armies,Nominated for 1 Oscar. Another 6 wins & 45 nominations.,0,0,0,0,0,0,0,0,0,0
5016,Rosso San Valentino,nan,0,0,0,0,0,0,0,0,0,0
5017,The Video Craze,nan,0,0,0,0,0,0,0,0,0,0
5018,Breakout,nan,0,0,0,0,0,0,0,0,0,0
5019,Eve of Destruction,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5020,Indiscretion,nan,0,0,0,0,0,0,0,0,0,0
5021,Beauty and the Beast,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
5022,De Wederopstanding van een Klootzak,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
5023,Black Jack,nan,0,0,0,0,0,0,0,0,0,0
5024,Chronicles of Syntax,nan,0,0,0,0,0,0,0,0,0,0
5025,The Naked Truth,nan,0,0,0,0,0,0,0,0,0,0
5026,Heroes,nan,0,0,0,0,0,0,0,0,0,0
5027,The Notebook,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
5028,Beware the Batman,11 nominations.,0,0,0,0,0,0,0,0,0,0
5029,Alumni Project,nan,0,0,0,0,0,0,0,0,0,0
5030,BedHead,nan,0,0,0,0,0,0,0,0,0,0
5031,Break a Leg,nan,0,0,0,0,0,0,0,0,0,0
5032,The Expendables 3,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5033,CAT. 8,nan,0,0,0,0,0,0,0,0,0,0
5034,Chocolat,1 nomination.,0,0,0,0,0,0,0,0,0,0
5035,Air Force One Is Down,nan,0,0,0,0,0,0,0,0,0,0
5036,Moose River Crossing,nan,0,0,0,0,0,0,0,0,0,0
5037,The Woman in Black 2: Angel of Death,1 nomination.,0,0,0,0,0,0,0,0,0,0
5038,The Well,2 nominations.,0,2,0,0,0,0,0,0,0,0
5039,Below Deck,nan,0,0,0,0,0,0,0,0,0,0
5040,Getting On,Nominated for 1 Primetime Emmy. Another 1 win & 5 nominations.,0,0,0,0,0,0,1,0,0,0
5041,Hardcore Pawn: Chicago,nan,0,0,0,0,0,0,0,0,0,0
5042,Rölli ja kultainen avain,2 nominations.,0,2,0,0,0,0,0,0,0,0
5043,Being Mary Jane,7 wins & 18 nominations.,7,18,0,0,0,0,0,0,0,0
5044,Leprechaun: Origins,2 nominations.,0,2,0,0,0,0,0,0,0,0
5045,Breaking at the Edge,nan,0,0,0,0,0,0,0,0,0,0
5046,Home Sweet Home,nan,0,0,0,0,0,0,0,0,0,0
5047,Anniversary,nan,0,0,0,0,0,0,0,0,0,0
5048,PMS Cop,nan,0,0,0,0,0,0,0,0,0,0
5049,American Daredevils,nan,0,0,0,0,0,0,0,0,0,0
5050,The Storm,nan,0,0,0,0,0,0,0,0,0,0
5051,The Watchers,nan,0,0,0,0,0,0,0,0,0,0
5052,Cold Turkey,nan,0,0,0,0,0,0,0,0,0,0
5053,Rio 2,1 win & 19 nominations.,1,19,0,0,0,0,0,0,0,0
5054,The Berlin File,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
5055,Honey,23 wins & 27 nominations.,0,0,0,0,0,0,0,0,0,0
5056,Past God,nan,0,0,0,0,0,0,0,0,0,0
5057,All the Wilderness,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
5058,Tipping Point,nan,0,0,0,0,0,0,0,0,0,0
5059,2 Francs; 40 Pesetas,2 nominations.,0,2,0,0,0,0,0,0,0,0
5060,Alien Dawn,nan,0,0,0,0,0,0,0,0,0,0
5061,Bail Out,nan,0,0,0,0,0,0,0,0,0,0
5062,Your Pretty Face Is Going to Hell,nan,0,0,0,0,0,0,0,0,0,0
5063,Trust Me,nan,0,0,0,0,0,0,0,0,0,0
5064,The Food Guide to Love,nan,0,0,0,0,0,0,0,0,0,0
5065,Agents of S.H.I.E.L.D.,Nominated for 2 Primetime Emmys. Another 2 wins & 21 nominations.,0,0,0,0,0,0,2,0,0,0
5066,The Fall of the Essex Boys,nan,0,0,0,0,0,0,0,0,0,0
5067,Backroad Gold,nan,0,0,0,0,0,0,0,0,0,0
5068,Bitten,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5069,Rod,nan,0,0,0,0,0,0,0,0,0,0
5070,Lord of Tears,nan,0,0,0,0,0,0,0,0,0,0
5071,The Incredible Hulk,nan,0,0,0,0,0,0,0,0,0,0
5072,Kamisama wa Bali ni iru,nan,0,0,0,0,0,0,0,0,0,0
5073,Need for Speed,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
5074,Stuck,nan,0,0,0,0,0,0,0,0,0,0
5075,Bounty Killer,nan,0,0,0,0,0,0,0,0,0,0
5076,The River,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
5077,Orange Is the New Black,Nominated for 6 Golden Globes. Another 43 wins & 92 nominations.,0,0,0,0,6,0,0,0,0,0
5078,The Next Step,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
5079,BFFs,4 wins & 3 nominations.,4,3,0,0,0,0,0,0,0,0
5080,Run,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0
5081,Black Sails,Won 3 Primetime Emmys. Another 2 wins & 17 nominations.,0,0,0,0,0,0,0,3,0,0
5082,Risky Business: A Look Inside America's Adult Film Industry,nan,0,0,0,0,0,0,0,0,0,0
5083,The Makeover,nan,0,0,0,0,0,0,0,0,0,0
5084,Deliver Us from Evil,2 nominations.,0,2,0,0,0,0,0,0,0,0
5085,Special 26,11 nominations.,0,0,0,0,0,0,0,0,0,0
5086,Shadow of A Doubt,nan,0,0,0,0,0,0,0,0,0,0
5087,Monster Pies,1 win.,1,0,0,0,0,0,0,0,0,0
5088,Treachery,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
5089,1500 Steps,nan,0,0,0,0,0,0,0,0,0,0
5090,Better Man,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0
5091,Nymphomaniac: Vol. II,14 wins & 26 nominations.,0,0,0,0,0,0,0,0,0,0
5092,Joe,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0
5093,Ambassadors,nan,0,0,0,0,0,0,0,0,0,0
5094,Jerusalem,2 wins & 1 nomination.,2,0,0,0,0,0,0,0,0,0
5095,Coyote,3 wins.,3,0,0,0,0,0,0,0,0,0
5096,White Lies,2 wins & 9 nominations.,2,9,0,0,0,0,0,0,0,0
5097,The Battle of the Sexes,1 nomination.,0,0,0,0,0,0,0,0,0,0
5098,The Education of Mohammad Hussein,2 nominations.,0,2,0,0,0,0,0,0,0,0
5099,About: Kate,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
5100,Yozgat Blues,4 wins & 8 nominations.,4,8,0,0,0,0,0,0,0,0
5101,Souvenir,nan,0,0,0,0,0,0,0,0,0,0
5102,American Muscle,nan,0,0,0,0,0,0,0,0,0,0
5103,Chosen,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
5104,The Bone Garden,nan,0,0,0,0,0,0,0,0,0,0
5105,Wings,2 nominations.,0,2,0,0,0,0,0,0,0,0
5106,Model Behaviour,5 wins & 9 nominations.,5,9,0,0,0,0,0,0,0,0
5107,AskiBoyz,nan,0,0,0,0,0,0,0,0,0,0
5108,Pac-Man and the Ghostly Adventures,6 nominations.,0,6,0,0,0,0,0,0,0,0
5109,Lap Dance,nan,0,0,0,0,0,0,0,0,0,0
5110,The Golden Ticket,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0
5111,Don't Give Up,nan,0,0,0,0,0,0,0,0,0,0
5112,Kill Me Three Times,2 nominations.,0,2,0,0,0,0,0,0,0,0
5113,Bad Advice from My Brother,nan,0,0,0,0,0,0,0,0,0,0
5114,Leaves,nan,0,0,0,0,0,0,0,0,0,0
5115,Chasing Life,4 nominations.,0,4,0,0,0,0,0,0,0,0
5116,Covet,nan,0,0,0,0,0,0,0,0,0,0
5117,Rage,nan,0,0,0,0,0,0,0,0,0,0
5118,The Reunion,11 wins & 6 nominations.,0,0,0,0,0,0,0,0,0,0
5119,The November Man,nan,0,0,0,0,0,0,0,0,0,0
5120,The Family,1 nomination.,0,0,0,0,0,0,0,0,0,0
5121,The Box,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
5122,The Past,Nominated for 1 Golden Globe. Another 12 wins & 35 nominations.,0,0,0,0,1,0,0,0,0,0
5123,Child's Play,nan,0,0,0,0,0,0,0,0,0,0
5124,The Bridge,7 wins & 3 nominations.,7,3,0,0,0,0,0,0,0,0
5125,The Human Factor,2 wins.,2,0,0,0,0,0,0,0,0,0
5126,Bash,nan,0,0,0,0,0,0,0,0,0,0
5127,Tough Guy,1 nomination.,0,0,0,0,0,0,0,0,0,0
5128,Killers,1 win.,1,0,0,0,0,0,0,0,0,0
5129,The Otherworld,nan,0,0,0,0,0,0,0,0,0,0
5130,Abducted,1 win.,1,0,0,0,0,0,0,0,0,0
5131,Moving Mountains,nan,0,0,0,0,0,0,0,0,0,0
5132,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,nan,0,0,0,0,0,0,0,0,0,0
5133,Abuse of Weakness,4 nominations.,0,4,0,0,0,0,0,0,0,0
5134,Camp Dread,nan,0,0,0,0,0,0,0,0,0,0
5135,Sexo fácil; películas tristes,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
5136,Make a Wish,1 win.,1,0,0,0,0,0,0,0,0,0
5137,Trust Me,nan,0,0,0,0,0,0,0,0,0,0
5138,The Injuries to Tim Dale,nan,0,0,0,0,0,0,0,0,0,0
5139,Crossing Lines,nan,0,0,0,0,0,0,0,0,0,0
5140,Easy Money III: Life Deluxe,3 nominations.,0,3,0,0,0,0,0,0,0,0
5141,The End Game,nan,0,0,0,0,0,0,0,0,0,0
5142,India Blues: Eight Feelings,nan,0,0,0,0,0,0,0,0,0,0
5143,Murder 3,nan,0,0,0,0,0,0,0,0,0,0
5144,Snow,1 win.,1,0,0,0,0,0,0,0,0,0
5145,Mother; I Love You,7 wins & 4 nominations.,7,4,0,0,0,0,0,0,0,0
5146,BB agus Bella,nan,0,0,0,0,0,0,0,0,0,0
5147,Resident Evil: Red Falls,nan,0,0,0,0,0,0,0,0,0,0
5148,Caminos,nan,0,0,0,0,0,0,0,0,0,0
5149,Zombie Hunter,nan,0,0,0,0,0,0,0,0,0,0
5150,Recommended by Enrique,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
5151,V/H/S/2,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
5152,The Reckoning,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
5153,Avengers Assemble,8 nominations.,0,8,0,0,0,0,0,0,0,0
5154,Homecoming,nan,0,0,0,0,0,0,0,0,0,0
5155,Shades,1 win.,1,0,0,0,0,0,0,0,0,0
5156,Ash,nan,0,0,0,0,0,0,0,0,0,0
5157,American Girl Trapped on a Telenovela,nan,0,0,0,0,0,0,0,0,0,0
5158,Truth,nan,0,0,0,0,0,0,0,0,0,0
5159,I'll Knock a Homer for You: The Timeless Story of Johnny Sylvester and Babe Ruth,nan,0,0,0,0,0,0,0,0,0,0
5160,Happy New Year,10 wins & 38 nominations.,0,0,0,0,0,0,0,0,0,0
5161,Marty,nan,0,0,0,0,0,0,0,0,0,0
5162,Snow White and the Gamble,nan,0,0,0,0,0,0,0,0,0,0
5163,The Illness and the Odyssey,2 wins.,2,0,0,0,0,0,0,0,0,0
5164,Brooklyn Nine-Nine,Won 2 Golden Globes. Another 7 wins & 54 nominations.,0,0,0,0,0,2,0,0,0,0
5165,Hostel,nan,0,0,0,0,0,0,0,0,0,0
5166,Beverly Hills Pawn,nan,0,0,0,0,0,0,0,0,0,0
5167,Paranormal Activity: The Marked Ones,2 nominations.,0,2,0,0,0,0,0,0,0,0
5168,Collision Course,nan,0,0,0,0,0,0,0,0,0,0
5169,Cosmic Psychos: Blokes You Can Trust,nan,0,0,0,0,0,0,0,0,0,0
5170,Wasted,1 nomination.,0,0,0,0,0,0,0,0,0,0
5171,American Detours,nan,0,0,0,0,0,0,0,0,0,0
5172,Chasing the Saturdays,nan,0,0,0,0,0,0,0,0,0,0
5173,Fright Night 2,nan,0,0,0,0,0,0,0,0,0,0
5174,Hawaiian: The Legend of Eddie Aikau,nan,0,0,0,0,0,0,0,0,0,0
5175,10 Million Dollar Bigfoot Bounty,nan,0,0,0,0,0,0,0,0,0,0
5176,Camp Lakebottom,1 nomination.,0,0,0,0,0,0,0,0,0,0
5177,The Fall from Heaven,7 wins & 2 nominations.,7,2,0,0,0,0,0,0,0,0
5178,Alta tensão,nan,0,0,0,0,0,0,0,0,0,0
5179,Ambushed,nan,0,0,0,0,0,0,0,0,0,0
5180,Cirkus Bukowsky,nan,0,0,0,0,0,0,0,0,0,0
5181,Best Night Ever,nan,0,0,0,0,0,0,0,0,0,0
5182,Spongebob Squarepants 4D Attraction: The Great Jelly Rescue,1 nomination.,0,0,0,0,0,0,0,0,0,0
5183,Incognito,nan,0,0,0,0,0,0,0,0,0,0
5184,Adventures of Christopher Bosh in the Multiverse,nan,0,0,0,0,0,0,0,0,0,0
5185,Dunnville in a Pickle,nan,0,0,0,0,0,0,0,0,0,0
5186,Good Ol' Freda,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
5187,Annie Sunbeam and Friends,nan,0,0,0,0,0,0,0,0,0,0
5188,Congo: The Grand Inga Project,nan,0,0,0,0,0,0,0,0,0,0
5189,Jealousy,2 nominations.,0,2,0,0,0,0,0,0,0,0
5190,Man Up; Little Boy,1 win.,1,0,0,0,0,0,0,0,0,0
5191,Escobar: Paradise Lost,1 nomination.,0,0,0,0,0,0,0,0,0,0
5192,Holy Grail: The T206 Honus Wagner,nan,0,0,0,0,0,0,0,0,0,0
5193,Big Rich Atlanta,nan,0,0,0,0,0,0,0,0,0,0
5194,Rock the Casbah,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
5195,24 Hour Rental,1 nomination.,0,0,0,0,0,0,0,0,0,0
5196,Chocolate City,nan,0,0,0,0,0,0,0,0,0,0
5197,72 Hours,1 win.,1,0,0,0,0,0,0,0,0,0
5198,America's Hottest Cheerleaders,nan,0,0,0,0,0,0,0,0,0,0
5199,The Girl from Nagasaki,nan,0,0,0,0,0,0,0,0,0,0
5200,Apoyan ~ Hashiru Kokusai Kûkô,nan,0,0,0,0,0,0,0,0,0,0
5201,The Pillow Case,nan,0,0,0,0,0,0,0,0,0,0
5202,The Yes Men Are Revolting,1 nomination.,0,0,0,0,0,0,0,0,0,0
5203,The Interview,nan,0,0,0,0,0,0,0,0,0,0
5204,50 Ways to Leave Your Lover,nan,0,0,0,0,0,0,0,0,0,0
5205,Tonga: The Last Place on Earth,nan,0,0,0,0,0,0,0,0,0,0
5206,Call Me Crazy: A Five Film,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
5207,100 Degrees Below Zero,nan,0,0,0,0,0,0,0,0,0,0
5208,Halt and Catch Fire,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,0,0,0,0,0,0,1,0,0,0
5209,The Enemy Within,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
5210,Speed Demon,nan,0,0,0,0,0,0,0,0,0,0
5211,Gold Fever,1 win.,1,0,0,0,0,0,0,0,0,0
5212,Born to Race: Fast Track,nan,0,0,0,0,0,0,0,0,0,0
5213,Romeo Killer: The Chris Porco Story,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
5214,Poker Night,nan,0,0,0,0,0,0,0,0,0,0
5215,Control,nan,0,0,0,0,0,0,0,0,0,0
5216,Between Jupiter and Mars,1 nomination.,0,0,0,0,0,0,0,0,0,0
5217,Salma,2 nominations.,0,2,0,0,0,0,0,0,0,0
5218,Fire-Followers,1 nomination.,0,0,0,0,0,0,0,0,0,0
5219,Biblia Koshodô no jiken techô,nan,0,0,0,0,0,0,0,0,0,0
5220,Amnesia,nan,0,0,0,0,0,0,0,0,0,0
5221,After School Massacre,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
5222,Minna Esper Dayo!,nan,0,0,0,0,0,0,0,0,0,0
5223,Holiday,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
5224,America's Supernanny: Family Lockdown,nan,0,0,0,0,0,0,0,0,0,0
5225,Bobby's Dinner Battle,nan,0,0,0,0,0,0,0,0,0,0
5226,The Second Meeting,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
5227,Fishbowl,nan,0,0,0,0,0,0,0,0,0,0
5228,Abandoned,nan,0,0,0,0,0,0,0,0,0,0
5229,Space Precinct Legacy,nan,0,0,0,0,0,0,0,0,0,0
5230,The Best Divorce,nan,0,0,0,0,0,0,0,0,0,0
5231,Change of Heart,nan,0,0,0,0,0,0,0,0,0,0
5232,In God We Trust,1 nomination.,0,0,0,0,0,0,0,0,0,0
5233,Anica: The Series,nan,0,0,0,0,0,0,0,0,0,0
5234,Caught,nan,0,0,0,0,0,0,0,0,0,0
5235,The Trial,nan,0,0,0,0,0,0,0,0,0,0
5236,Murder on the Home Front,nan,0,0,0,0,0,0,0,0,0,0
5237,All Forked Up,nan,0,0,0,0,0,0,0,0,0,0
5238,Built,nan,0,0,0,0,0,0,0,0,0,0
5239,Africa,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
5240,Studio illegale,1 win.,1,0,0,0,0,0,0,0,0,0
5241,Atlantic City Chronicles,nan,0,0,0,0,0,0,0,0,0,0
5242,Ai Mai Mi,nan,0,0,0,0,0,0,0,0,0,0
5243,Silicon Valley,Nominated for 2 Golden Globes. Another 10 wins & 46 nominations.,0,0,0,0,2,0,0,0,0,0
5244,Woodland,nan,0,0,0,0,0,0,0,0,0,0
5245,Broad City,8 nominations.,0,8,0,0,0,0,0,0,0,0
5246,Brotherhood of Silver,nan,0,0,0,0,0,0,0,0,0,0
5247,C.L.I.F. 2,nan,0,0,0,0,0,0,0,0,0,0
5248,Hindenburg - Der Mann; der Hitler zum Kanzler machte,nan,0,0,0,0,0,0,0,0,0,0
5249,Julia,13 wins & 8 nominations.,0,0,0,0,0,0,0,0,0,0
5250,Always Night,nan,0,0,0,0,0,0,0,0,0,0
5251,Alpha Dogs,nan,0,0,0,0,0,0,0,0,0,0
5252,The Face on the Barroom Floor: The Poem; the Place; the Opera,nan,0,0,0,0,0,0,0,0,0,0
5253,Babysitter Massacre,nan,0,0,0,0,0,0,0,0,0,0
5254,The Return,1 nomination.,0,0,0,0,0,0,0,0,0,0
5255,Cinco De Mayo,nan,0,0,0,0,0,0,0,0,0,0
5256,Believe,nan,0,0,0,0,0,0,0,0,0,0
5257,Days of Reckoning: The Making of US4,nan,0,0,0,0,0,0,0,0,0,0
5258,Viral,1 nomination.,0,0,0,0,0,0,0,0,0,0
5259,Venezia salva,1 win.,1,0,0,0,0,0,0,0,0,0
5260,Boku no imôto wa 'Ôsaka okan',nan,0,0,0,0,0,0,0,0,0,0
5261,At the Devil's Door,1 nomination.,0,0,0,0,0,0,0,0,0,0
5262,The Necklace,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
5263,Great,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0
5264,Rumrunners; a Prohibition Story,nan,0,0,0,0,0,0,0,0,0,0
5265,Bigger and Badder,nan,0,0,0,0,0,0,0,0,0,0
5266,Buddy CoPs,nan,0,0,0,0,0,0,0,0,0,0
5267,Real Husbands of Hollywood,2 wins & 15 nominations.,2,15,0,0,0,0,0,0,0,0
5268,Biciklo - Supercykeln,nan,0,0,0,0,0,0,0,0,0,0
5269,A Madea Christmas,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
5270,Alle auf den Kleinen,nan,0,0,0,0,0,0,0,0,0,0
5271,Bloopers; Outtakes; and Stuff,nan,0,0,0,0,0,0,0,0,0,0
5272,American Caravan,nan,0,0,0,0,0,0,0,0,0,0
5273,Sisters,nan,0,0,0,0,0,0,0,0,0,0
5274,Brimstone Terrace,1 win.,1,0,0,0,0,0,0,0,0,0
5275,Train Wreck,nan,0,0,0,0,0,0,0,0,0,0
5276,Die Tapferen Haende im Chaos der Zeit,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
5277,Game On!,nan,0,0,0,0,0,0,0,0,0,0
5278,Be You... And; Be Fearless!,nan,0,0,0,0,0,0,0,0,0,0
5279,Touchdown Dance Coaches,nan,0,0,0,0,0,0,0,0,0,0
5280,2013 Toyota Racing Series,nan,0,0,0,0,0,0,0,0,0,0
5281,Fearless Vampire Killers: At War with the Thirst,nan,0,0,0,0,0,0,0,0,0,0
5282,Age of Conan: Hyboria Hangover,nan,0,0,0,0,0,0,0,0,0,0
5283,Between Bullets,nan,0,0,0,0,0,0,0,0,0,0
5284,Puppy Bowl IX,nan,0,0,0,0,0,0,0,0,0,0
5285,Monsters,nan,0,0,0,0,0,0,0,0,0,0
5286,Zoey's Hill,nan,0,0,0,0,0,0,0,0,0,0
5287,Sahara Drifters,nan,0,0,0,0,0,0,0,0,0,0
5288,When the Ocean Met the Sky,10 wins & 2 nominations.,0,0,0,0,0,0,0,0,0,0
5289,Broken,nan,0,0,0,0,0,0,0,0,0,0
5290,Avalanche Sharks,nan,0,0,0,0,0,0,0,0,0,0
5291,Parenting,nan,0,0,0,0,0,0,0,0,0,0
5292,The Gym,nan,0,0,0,0,0,0,0,0,0,0
5293,Hunting the Legend,nan,0,0,0,0,0,0,0,0,0,0
5294,60 Minutes Sports,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5295,Amita Ka Amit,nan,0,0,0,0,0,0,0,0,0,0
5296,Bennight Brothers,nan,0,0,0,0,0,0,0,0,0,0
5297,Act One,nan,0,0,0,0,0,0,0,0,0,0
5298,Changing Fortunes,nan,0,0,0,0,0,0,0,0,0,0
5299,Allt faller,nan,0,0,0,0,0,0,0,0,0,0
5300,Acting Class,nan,0,0,0,0,0,0,0,0,0,0
5301,The Vulture,nan,0,0,0,0,0,0,0,0,0,0
5302,The Wild Life: Miami,nan,0,0,0,0,0,0,0,0,0,0
5303,Okoro the Prince,nan,0,0,0,0,0,0,0,0,0,0
5304,A Solteirona,nan,0,0,0,0,0,0,0,0,0,0
5305,Fix It in Post,nan,0,0,0,0,0,0,0,0,0,0
5306,Australian Open 2013,nan,0,0,0,0,0,0,0,0,0,0
5307,Idle Hands,nan,0,0,0,0,0,0,0,0,0,0
5308,Cherencov,nan,0,0,0,0,0,0,0,0,0,0
5309,Desperate Measures,nan,0,0,0,0,0,0,0,0,0,0
5310,2Boys: Germany Tour 2013,nan,0,0,0,0,0,0,0,0,0,0
5311,Bakumatsu Gijinden Roman,nan,0,0,0,0,0,0,0,0,0,0
5312,Amnesia,2 nominations.,0,2,0,0,0,0,0,0,0,0
5313,Our Food Chain,nan,0,0,0,0,0,0,0,0,0,0
5314,Miracle Rising: South Africa,nan,0,0,0,0,0,0,0,0,0,0
5315,The Ultimate Guide to the Presidents,2 nominations.,0,2,0,0,0,0,0,0,0,0
5316,Ghost in the Shell Arise: Border 1 - Ghost Pain,1 nomination.,0,0,0,0,0,0,0,0,0,0
5317,CSU CrimeStoppers Unit,nan,0,0,0,0,0,0,0,0,0,0
5318,Skin and Bones,nan,0,0,0,0,0,0,0,0,0,0
5319,A Little Chaos,2 nominations.,0,2,0,0,0,0,0,0,0,0
5320,New Feet for the New Year,nan,0,0,0,0,0,0,0,0,0,0
5321,Abstract Underwraps,nan,0,0,0,0,0,0,0,0,0,0
5322,Inside Death Row with Trevor McDonald,nan,0,0,0,0,0,0,0,0,0,0
5323,Romans,nan,0,0,0,0,0,0,0,0,0,0
5324,Coast Australia,nan,0,0,0,0,0,0,0,0,0,0
5325,Dina & Noel,nan,0,0,0,0,0,0,0,0,0,0
5326,Thanks for the Ride,nan,0,0,0,0,0,0,0,0,0,0
5327,Family First,nan,0,0,0,0,0,0,0,0,0,0
